Changed?,Name,Description,Name_en,Description_en,
,Mechanical Leg,Do [sword]2 damage for each|unused dice ([sword]<doubleunassigneddice> total),[1f9bf-border],[1f4e4][sword][32-20E3][1f915][267e][26d4][1f590][dice]|[1f449][sword]<doubleunassigneddice>,
,Mechanical Leg_upgraded,[sword]2 per unused dice ([sword]<doubleunassigneddice>)|[gray](Reuseable),Mechanical Leg_upgraded,[1f4e4][sword][32-20E3][1f915][267e][26d4][1f590][dice]|[1f449][sword]<doubleunassigneddice>,
,Mechanical Leg_downgraded,Do [sword]1 damage for each|unused dice ([sword]<unassigneddice> total),Mechanical Leg_downgraded,[1f4e4][sword][31-20E3][1f915][267e][26d4][1f590][dice]|[1f449][sword]<unassigneddice>,
,Free Spin,Change jackpot abilities|[gray](Reuseable),[1f4b2-border][30-20E3-border][1f3b0-border],[1f504][1f389][1f39b]|,
,Dragon's Tooth,Do [sword]<quadruple> damage,[1f432-border][1f9b7-border],[1f4e4][sword][34-20E3][2716]<d6>[1f915],
,Dragon's Tooth_downgraded,Do [sword]<triple> damage,Dragon's Tooth_downgraded,[1f4e4][sword][33-20E3][2716]<d6>[1f915],
,Spatulasword,Do [sword]<d6> damage[;] and|flip the dice upside down,[1f643-border][sword-border],[1f4e4][sword]<d6>[1f915]|[1f500][1f449][dice],
,Spatulasword_upgraded,Flip the dice upside down[;]|and do [sword]<flipd6> damage,Spatulasword_upgraded,[1f500][1f449][dice]|[1f4e4][sword]<flipd6>[1f915],
,Spatulasword_downgraded,Flip a dice upside down,Spatulasword_downgraded,[1f500][dice],
,Ungeradedice,Double dice value[;]|then subtract 1,[2796-border][dice-border],[32-20E3][2716][dice][1f522]|[2796][31-20E3],
,Ungeradedice_upgraded,Double dice value[;]|then add 1,Ungeradedice_upgraded,[32-20E3][2716][dice][1f522]|[2795][31-20E3],
,Vise Grip,Return two of the|difference between dice,[1f5dc-border],[21aa][dice][dice]|[1f522][dice][2796][dice],
,Vise Grip_upgraded,Return three of the|difference between dice,Vise Grip_upgraded,[21aa][dice][dice][dice]|[1f522][dice][2796][dice],
,Vise Grip_downgraded,Return the difference|between the dice,Vise Grip_downgraded,[21aa][dice]|[1f522][dice][2796][dice],
,Flaming Sword,Do [fire]<d6> damage[;] +[fire]2 burn|([fire]Burn[] yourself each turn),[fire-border][1f5e1-border],[1f4e4][fire]<d6>[1f915]|[2795][fire][32-20E3]|[fire][2199][267e][231b],
,Saw Wave,Returns a 6 and a 1,[1fa9a-border][1f30a-border],[21aa][dice][1f522][36-20E3][31-20E3],
,Saw Wave_upgraded,Returns two sixes,Saw Wave_upgraded,[21aa][32-20E3][dice][1f522][36-20E3],
,Saw Wave_downgraded,Returns two ones,Saw Wave_downgraded,[21aa][32-20E3][dice][1f522][31-20E3],
,Leather Armor?,Block [reduce]1 of the|next status effect,[2b07-border][reduce-border][2753-border],[reduce][31-20E3][23e9][1f300],
,Iron Armor?,Block [reduce]2 of the|next status effect,[reduce-border][2753-border],[reduce][32-20E3][23e9][1f300],
,Iron Armor?_downgraded,Block [reduce]1 of the|next status effect,Iron Armor?_downgraded,[reduce][31-20E3][23e9][1f300],
,Premium Heart,Do [sword]<d6> damage|10% chance of Fury,[1f44d-border][heart-border],[1f4e4][sword]<d6>[1f915]|[1fa99][26d4][2696][1f646][27a1]|[fury],
,Premium Heart_upgraded,Do [sword]<d6> damage|25% chance of Fury,Premium Heart_upgraded,[1f4e4][sword]<d6>[1f915]|[1fa99][1fa99][1f646][27a1]|[fury],
,Premium Heart_downgraded,Do [sword]<d6> damage,Premium Heart_downgraded,[1f4e4][sword]<d6>[1f915],
,Time Compression,Undo turn[;] take it again,[23f2-border][1f5dc-border],[1f5d1][1f449][231b][1f501][231b],
,Time Compression_upgraded,Undo turn[;] take it again[;]|immune to errors,Time Compression_upgraded,[1f5d1][1f449][231b][1f501][231b]|[26d4][26a0],
,Spud Cannon,[sword]2 dmg[;] [sword]4 on jackpot|[gray](Reuseable),[1f954-border][1f52b-border],[sword][32-20E3][1f915]|[1f389][27a1][sword][34-20E3],
,Spud Cannon_downgraded,[sword]1 dmg[;] [sword]2 on jackpot|[gray](Reuseable),Spud Cannon_downgraded,[sword][31-20E3][1f915]|[1f389][27a1][sword][32-20E3],
,Spud Cannon_upgraded,[sword]3 dmg[;] [sword]6 on jackpot|[gray](Reuseable),Spud Cannon_upgraded,[sword][33-20E3][1f915]|[1f389][27a1][sword][36-20E3],
,Missing Score,Do [sword]<d6> damage|25% chance to return dice,[1f3bc-border][1f937-border],[1f4e4][sword]<d6>[1f915]|[1fa99][1fa99][1f646][27a1][21aa][dice],
,Missing Score_upgraded,Do [sword]<d6> damage|75% chance to return dice,Missing Score_upgraded,[1f4e4][sword]<d6>[1f915]|[26d4][1fa99][1fa99][1f646][27a1][21aa][dice],
,Missing Score_downgraded,Do [sword]<d6> damage,Missing Score_downgraded,[1f4e4][sword]<d6>[1f915],
,Four Leaf Clover,Double the success odds|of chance based items,[1f340-border],[32-20E3][2716][1f340][267e][1fa99][1f6e0],
,Four Leaf Clover_upgraded,Chance based items|work 100% of the time,Four Leaf Clover_upgraded,[1fa99][1f6e0][1f340][267e][1f590],
,Four Leaf Clover_downgraded,50% chance of either|curse or good luck,Four Leaf Clover_downgraded,[1fa99][1f646][27a1][curse]|[1fa99][26d4][1f646][27a1][1f340],
,Safe Bet,The next roll won't|exceed the CPU target,[1f9ba-border][1f911-border],[23e9][dice][1f504][2935][1f389],
,Hijinx,Reduce all Jinx|countdowns by [jinx]1,[2b06-border][jinx-border],[267e][jinx][1f9ee][2796][jinx][31-20E3],
,Hijinx_upgraded,Reduce all Jinx|countdowns by [jinx]2,Hijinx_upgraded,[267e][jinx][1f9ee][2796][jinx][32-20E3],
,Slapsies,In [jinx]<d6> turns[;]|do [sword]<triple> damage,[1f926-border],[jinx]<d6>[231b][27a1][1f4e4][sword][33-20E3][2716]<d6>[1f915],
,Slapsies_upgraded,In [jinx]<d6> turns[;]|do [sword]<quadruple> damage,Slapsies_upgraded,[jinx]<d6>[231b][27a1][1f4e4][sword][34-20E3][2716]<d6>[1f915],
,Slapsies_downgraded,In [jinx]<d6> turns[;]|do [sword]<d6> damage,Slapsies_downgraded,[jinx]<d6>[231b][27a1][1f4e4][sword]<d6>[1f915],
,Mercy,In [jinx]6 turns[;]|do [fire]20 damage,[1f97a-border],[jinx][36-20E3][231b][27a1][1f4e4][fire][32-20E3][30-20E3][1f915],
,Mercy_upgraded,In [jinx]5 turns[;]|do [fire]20 damage,Mercy_upgraded,[jinx][35-20E3][231b][27a1][1f4e4][fire][32-20E3][30-20E3][1f915],
,Mercy_downgraded,In [jinx]7 turns[;]|do [fire]20 damage,Mercy_downgraded,[jinx][37-20E3][231b][27a1][1f4e4][fire][32-20E3][30-20E3][1f915],
,Concentration,In [jinx]<d6> turns[;]|recover <double> health,[1f914-border],[jinx]<d6>[231b][27a1][1f4e5][32-20E3][2716]<d6>[heart],
,Concentration_upgraded,In [jinx]<d6> turns[;]|recover <triple> health,Concentration_upgraded,[jinx]<d6>[231b][27a1][1f4e5][33-20E3][2716]<d6>[heart],
,Lojinx,Do [sword]2 for each [jinx]jinx[;]|then return the dice,[2b07-border][jinx-border],[1f4e4][sword][32-20E3][1f915][267e][jinx]|[21aa][1f449][dice],
,Lojinx_upgraded,Do [sword]3 for each [jinx]jinx[;]|then return the dice,Lojinx_upgraded,[1f4e4][sword][33-20E3][1f915][267e][jinx]|[21aa][1f449][dice],
,Lojinx_downgraded,Do [sword]1 for each [jinx]jinx[;]|then return the dice,Lojinx_downgraded,[1f4e4][sword][31-20E3][1f915][267e][jinx]|[21aa][1f449][dice],
,Sour Candy,Heal [heal]2. If above max hp[;]|deal excess as damage,[1f61d-border][1f36c-border],[heal][32-20E3]|[heart][2934][heart][1f4ca][27a1][1f449][2934][heart][1f915],
,Sour Candy_upgraded,Heal [heal]3. If above max hp[;]|deal excess as damage,Sour Candy_upgraded,[heal][33-20E3]|[heart][2934][heart][1f4ca][27a1][1f449][2934][heart][1f915],
,Sour Candy_downgraded,Heal [heal]1 health,Sour Candy_downgraded,[heal][31-20E3][heart],
,Subdivide,Split a dice evenly,[2797-border],[1fa9a][dice][2696],
,Subdivide_upgraded,Split a dice as|evenly as possible,Subdivide_upgraded,[1fa9a][dice][2696],
,Subdivide_downgraded,Split a six evenly,Subdivide_downgraded,[1fa9a][dice][36-20E3][2696],
,Lollipop,Dice value -1. On 1[;]|instead return two 1s,[1f36d-border],[dice][31-20E3][27a1][21aa][dice][dice][31-20E3]|[26d4][31-20E3][27a1][dice][1f522][2796][31-20E3],
,Lollipop_upgraded,Dice value -1. On 1[;]|instead return two dice,Lollipop_upgraded,[dice][31-20E3][27a1][21aa][dice][dice]|[26d4][31-20E3][27a1][dice][1f522][2796][31-20E3],
,Forge,Permanently upgrade the|first card in your hand|[gray](once per battle),[1f9f1-border][1f528-border],[23ee][1f6e0][2795]|[31-20E3][1f590][267e][2694],
,Shadow Dice,Duplicate a dice|Lose [heart]<d6> health,[1f464-border][dice-border],[dice][dice]|[2796][heart]<d6>,
,Shadow Dice_upgraded,Duplicate a dice|Lose [heart]<d6> health|[gray](Reuseable),Shadow Dice_upgraded,[dice][dice]|[2796][heart]<d6>|,
,Blood Let,Lose [heart]2 hp[;] then heal [heart]1,[1fa78-border][1f5e1-border],[2796][heart][32-20E3]|[2795][heart][31-20E3],
,Blood Let_upgraded,Lose [heart]4 hp[;] then heal [heart]2,Blood Let_upgraded,[2796][heart][34-20E3]|[2795][heart][32-20E3],
,Blood Let_downgraded,Lose [heart]2 hp|[gray](Reuseable),Blood Let_downgraded,[2796][heart][32-20E3]|,
,Mirror Shard,Do [sword]9 damage[;]|+1 dice this fight,[1fa9e-border][1f9e9-border],[1f4e4][sword][39-20E3][1f915]|[2795][31-20E3][dice][1f449][2694],
,Mirror Shard_upgraded,Do [sword]12 damage[;]|+1 dice this fight,Mirror Shard_upgraded,[1f4e4][sword][31-20E3][32-20E3][1f915]|[2795][31-20E3][dice][1f449][2694],
,Mirror Shard_downgraded,Do [sword]9 damage,Mirror Shard_downgraded,[1f4e4][sword][39-20E3][1f915],
,Kapow,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +1 for|each kapow used this turn,[1f4a5-border],[1f4e4][sword]<var_tempkapowkludge:kapowcount>[1f915]|[2795][31-20E3][267e][1f4a5][1f590][1f449][231b],
,Kapow_upgraded,Do [sword]<var_tempkapowkludge:kapowcount> damage[;] +2 for|each kapow used this turn,Kapow_upgraded,[1f4e4][sword]<var_tempkapowkludge:kapowcount>[1f915]|[2795][32-20E3][267e][1f4a5][1f590][1f449][231b],
,Kapow_downgraded,Increase Kapow counter,Kapow_downgraded,[2795][1f4a5][1f522],
,Call for Backup Warrior?,Warrior Charge|Add 3 to Kapow damage,[1f64b-border][2694-border][1f9d1-border][2753-border],[2694][1f9d1][1f3c3]|[1f4a5][1f915][2795][33-20E3],
,Call for Backup Thief?,Black Market|Rent a powerful item|Costs [gold]1[;] you have [gold]<gold>,[1f64b-border][1f4b0-border][1f9d1-border][2753-border],[26ab][1f6d2]|[1f4e5][1f44d][1f6e0][1f449][231b]|[2796][gold][31-20E3][2199][gold]<gold>,
,Call for Backup Robot?,Power Surge|Add +1 to all dice|less than six,[1f64b-border][1f916-border][2753-border],[1f50c][shock]|[2795][31-20E3][267e][dice][2935][35-20E3],
,Call for Backup Witch?,Multicard!|Add an extra card to|your hand (this turn),[1f64b-border][1f9d9-200D-2640-FE0F-border][2753-border],[1f6e0][1f6e0][1f6e0][1f6e0]|[1f4e5][1f6e0][1f4ee][1f449][231b],
,Call for Backup Inventor?,Random Access|Copy a random item|from your deck,[1f64b-border][1f39b-border][1f9d1-border][2753-border],[2753][1f5a5]|[2753][1f5c3][1f6e0][25b6][1f6e0][1f6e0],
,Call for Backup Warrior?_downgraded,Pea Gun|Do [sword]3 damage,Call for Backup Warrior?_downgraded,[1f7e2][1f93e]|[1f4e4][sword][33-20E3][1f915],
,Call for Backup Thief?_downgraded,Snake Eyes|Roll 2 ones,Call for Backup Thief?_downgraded,[1f40d][1f440]|[1f504][32-20E3][dice][1f522][31-20E3],
,Call for Backup Robot?_downgraded,Regenerate|Heal [heal]3 health,Call for Backup Robot?_downgraded,[heal]|[heal][33-20E3][heart],
,Call for Backup Witch?_downgraded,Magic Dice|Roll an extra dice,Call for Backup Witch?_downgraded,[1fa84][dice]|[2795][31-20E3][dice],
,Call for Backup Inventor?_downgraded,Barricade|Shield +[shield]3,Call for Backup Inventor?_downgraded,[1f6a7]|[shield][2795][shield][33-20E3],
,Evil Laugh,Do [sword]<d6> damage[;]|double if enemy is cursed,[1f608-border][1f923-border],[1f4e4][sword]<d6>[1f915]|[2197][curse][27a1][32-20E3][2716],
,Manic Laugh,Do [sword]<d6> damage[;]|quadruple if you are cursed,[1f92a-border],[1f4e4][sword]<d6>[1f915][;]|[2199][curse][27a1][34-20E3][2716],
,Blammo,Do [sword]3 damage[;] snap 3|at once to gain [fury]Fury,[1f387-border],[1f4e4][sword][33-20E3][1f915]|[1f91e][33-20E3][1f620][2694][27a1][1f4e5][fury],
,Blammo_downgraded,Do [sword]3 damage,Blammo_downgraded,[1f4e4][sword][33-20E3][1f915],
,Gumball Machine,Recover [heal]1 health[;]|get a new dice,[1f36c-border][1f5a8-border],[heal][31-20E3]|[1f4e5][dice],
,Gumball Machine_upgraded,Recover [heal]<d6> health[;]|get a new dice,Gumball Machine_upgraded,[heal]<d6>|[1f4e5][dice],
,Gumball Machine_downgraded,Recover [heal]1 health,Gumball Machine_downgraded,[heal][31-20E3],
,Laugh Track,Curse enemy,[1f923-border][1f4fc-border],[curse][2197],
,Big Moment,Do [sword]7 damage|[gray](Reuseable),[2b06-border][23f2-border],[1f4e4][sword][37-20E3][1f915]|,
,Big Moment_downgraded,Do [sword]7 damage,Big Moment_downgraded,[1f4e4][sword][37-20E3][1f915],
,Action!,Keep a <d6> for next turn,[1f3ac-border],[1f4e5]<d6>[23e9][231b],
,Action!_upgraded,Keep a <d6> for next turn|[gray](Reuseable),Action!_upgraded,[1f4e5]<d6>[23e9][231b]|,
,Ruff Ruff Ruff,Do [sword]5 damage|(maintains [fury]Fury[]),[1f5e8-border][1f5e8-border][1f5e8-border][1f43a-border],[1f4e4][sword][35-20E3][1f915]||[26d4][fury],
,Ruff Ruff Ruff_upgraded,Do [sword]7 damage|(maintains [fury]Fury[]),Ruff Ruff Ruff_upgraded,[1f4e4][sword][37-20E3][1f915]||[26d4][fury],
,Ruff Ruff Ruff_downgraded,Do [sword]3 damage|(maintains [fury]Fury[]),Ruff Ruff Ruff_downgraded,[1f4e4][sword][33-20E3][1f915]||[26d4][fury],
,Bow Wow Wow,Make unavailable cards|available[;] return dice,[1f43a-border][1f5ef-border][1f5ef-border][1f5ef-border],[1f937][1f6e0][27a1][26d4][1f937]|[21aa][dice],
,Arf Arf Arf,Gain [fury]Fury at the start|of your next turn,[1f415-border][1f415-border][1f415-border],[1f4e5][fury][23e9][231b],
,Yip Yip Yip,Reroll a dice|(maintains [fury]Fury[]),[1f436-border][1f436-border][1f436-border],[1f504][dice]||[26d4][fury],
,Yip Yip Yip_downgraded,Reroll a dice,Yip Yip Yip_downgraded,[1f504][dice],
,Table Slam,Reroll all unused dice[;]|and return this dice,[1f5c4-border][1f44a-border],[1f504][267e][26d4][1f590][dice]|[21aa][1f449][dice],
,Melody,Inflict [weaken]1 weaken,[1f3b5-border],[1f4e4][weaken][31-20E3],
,Melody_upgraded,Inflict [weaken]2 weaken,Melody_upgraded,[1f4e4][weaken][32-20E3],
,Chorus,Roll a dice for every|[weaken]1 weaken on enemy,[1f3bc-border],[1f504][dice][267e][weaken][31-20E3][2197],
,Fortify,Increase [shield] shield|by 50 percent,[1f3f0-border],[2795][shield][2797][32-20E3],
,Fortify_upgraded,Double [shield] shield,Fortify_upgraded,[32-20E3][2716][shield],
,Fortify_downgraded,Increase [shield] shield|by 25 percent,Fortify_downgraded,[2795][shield][2797][34-20E3],
,Upkeep,Gain [shield]<myshield> at the start|of your next turn,[1f481-border],[1f4e5][shield]<myshield>[23e9][231b],
,Front Line,Lose [heart]3 health[;] gain|[shield]3 shield[;] return the dice,[2694-border][2694-border][2694-border],[2796][heart][33-20E3]|[1f4e5][shield][33-20E3]|[21aa][1f449][dice],
,Front Line_upgraded,Lose [heart]6 health[;] gain|[shield]6 shield[;] return the dice,Front Line_upgraded,[2796][heart][36-20E3]|[1f4e5][shield][36-20E3]|[21aa][1f449][dice],
,Telephone,Do [sword]<d6> damage|In two turns[;] do [sword]<d6>,[260e-border],[1f4e4][sword]<d6>[1f915]|[32-20E3][231b][27a1][1f4e4][sword]<d6>[1f915],
,Bee Sting,Do [shock]4 damage[;]|Inflict [shock]1 shock,[1f41d-border][1f4cc-border],[1f4e4][shock][34-20E3][1f915]|[1f4e4][shock][31-20E3],
,Bee Sting_upgraded,Do [shock]6 damage[;]|Inflict [shock]1 shock,Bee Sting_upgraded,[1f4e4][shock][36-20E3][1f915]|[1f4e4][shock][31-20E3],
,Bee Sting_downgraded,Do [sword]4 damage,Bee Sting_downgraded,[1f4e4][sword][34-20E3][1f915],
,Princess Guard,Do [sword]<d6> damage|25% chance to add [shield]<d6>,[1f478-border][1f482-border],[1f4e4][sword]<d6>[1f915]|[1fa99][1fa99][1f646][27a1][2795][shield]<d6>,
,Princess Guard_upgraded,Do [sword]<d6> damage|75% chance to add [shield]<d6>,Princess Guard_upgraded,[1f4e4][sword]<d6>[1f915]|[26d4][1fa99][1fa99][1f646][27a1][2795][shield]<d6>,
,Princess Guard_downgraded,Do [sword]<d6> damage,Princess Guard_downgraded,[1f4e4][sword]<d6>[1f915],
,Venus Gospel,Do [weaken]<d6> damage|25% chance +[weaken]2 weaken,[2640-border][1f4d6-border],[1f4e4][weaken]<d6>[1f915]|[1fa99][1fa99][1f646][27a1][2795][weaken][32-20E3],
,Venus Gospel_upgraded,Do [weaken]<d6> damage|25% chance +[weaken]3 weaken,Venus Gospel_upgraded,[1f4e4][weaken]<d6>[1f915]|[1fa99][1fa99][1f646][27a1][2795][weaken][33-20E3],
,Venus Gospel_downgraded,Do [weaken]<d6> damage,Venus Gospel_downgraded,[1f4e4][weaken]<d6>[1f915],
,Snapdragon,Do [sword]3 damage[;]|on 6[;] gain [mana]2 mana,[1f91e-border][1f432-border],[1f4e4][sword][33-20E3][1f915]|[36-20E3][27a1][1f4e5][mana][32-20E3],
,Snapdragon_upgraded,Do [sword]3 damage[;]|on even[;] gain [mana]2 mana,Snapdragon_upgraded,[1f4e4][sword][33-20E3][1f915]|[32-20E3][34-20E3][36-20E3][27a1][1f4e5][mana][32-20E3],
,Snapdragon_downgraded,Do [sword]3 damage[;]|on 3[;] gain [mana]2 mana,Snapdragon_downgraded,[1f4e4][sword][33-20E3][1f915]|[33-20E3][27a1][1f4e5][mana][32-20E3],
,Fruit Bowl,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice),[1f34d-border][1f372-border],[1f4e4][sword][31-20E3][1f915]|[1f504][dice]|[2796][mana][31-20E3][27a1][21aa][dice][dice],
,Fruit Bowl_upgraded,Do [sword]1 damage[;] reroll dice|(Cost [mana]1[]: return two dice)|[gray](Reuseable),Fruit Bowl_upgraded,[1f4e4][sword][31-20E3][1f915][1f504][dice]|[2796][mana][31-20E3][27a1][21aa][dice][dice]|,
,Fruit Bowl_downgraded,Do [sword]1 damage,Fruit Bowl_downgraded,[1f4e4][sword][31-20E3][1f915],
,Enchanted Shield,Add [shield]<d6> shield|(Cost [mana]2[]: +[shield]<d6> shield),[1f52e-border][shield-border],[2795][shield]<d6>|[2796][mana][32-20E3][27a1][shield]<d6>,
,Dice Detonator,Do [sword]<var_tempdicedetonator:throwndicecount> damage|([sword]1 per dice thrown),[dice-border][1f579-border],[1f4e4][sword]<var_tempdicedetonator:🤾dicecount>[1f915]|[sword][31-20E3][267e][dice][1f93e],
,Mirror Cauldron,Get a new dice[;] on 6|get +1 dice this fight,[1fa9e-border][1f958-border],[1f4e5][dice]|[36-20E3][27a1][1f4e5][2795][31-20E3][dice][1f449][2694],
,Mirror Cauldron_upgraded,Get a new dice[;] on even|get +1 dice this fight,Mirror Cauldron_upgraded,[1f4e5][dice]|[32-20E3][34-20E3][36-20E3][27a1][1f4e5][2795][31-20E3][dice][1f449][2694],
,Mirror Cauldron_downgraded,Get a new dice,Mirror Cauldron_downgraded,[1f4e5][dice],
,Sun Beam,Do [sword]5 damage|(Cost [mana]2[]: double damage),[1f31e-border][2604-border],[1f4e4][sword][35-20E3][1f915]|[2796][mana][32-20E3][27a1][32-20E3][2716][1f915],
,Winds of Winter,Do [sword]1 damage for each|[mana]1 mana you have,[1f32c-border][1f976-border],[1f4e4][sword][31-20E3][1f915][267e][mana][31-20E3][2199],
,Spring Equinox,Place two copies of the|next spell you cast,[1f407-border][1f5d3-border],[1f4e5][32-20E3][1f6e0][23e9][1f4d3][1f590],
,Harvest Scythe,Consume spell in slot <d6>|to do [sword]<quadruple> damage,[1f33e-border][sword-border],[1f5d1][1f4d3][1f4ee]<d6>|[1f4e4][sword][34-20E3][2716]<d6>[1f915],
,Harvest Scythe_upgraded,Consume spell in slot <d6>|to do [sword]<quintuple> damage,Harvest Scythe_upgraded,[1f5d1][1f4d3][1f4ee]<d6>|[1f4e4][sword][35-20E3][2716]<d6>[1f915],
,Doppeltwice,Double dice value|[gray](Reuseable),[32-20E3-border][dice-border][32-20E3-border],[32-20E3][2716][dice][1f522]|,
,Enchanted Bolt,Do [sword]4 damage|(At start of turn: Do [sword]3),[1f52e-border][1f329-border],[1f4e4][sword][34-20E3][1f915]|[267e][231b][27a1][1f4e4][sword][33-20E3][1f915],
,Enchanted Bolt_upgraded,Do [sword]5 damage|(At start of turn: Do [sword]4),Enchanted Bolt_upgraded,[1f4e4][sword][35-20E3][1f915]|[267e][231b][27a1][1f4e4][sword][34-20E3][1f915],
,Magnifying Glass,Double dice value|(Cost [mana]1[]: instead[;] triple),[1f50e-border],[32-20E3][2716][dice][1f522]|[2796][mana][31-20E3][27a1][33-20E3][2716],
,Stew Pot,Do [sword]1 damage[;] reroll dice|(If [mana]>=6: return 5 or 6),[1f35c-border],[1f4e4][sword][31-20E3][1f915][1f504][dice]|[mana][2934][36-20E3][27a1][2753][dice][35-20E3][dice][36-20E3],
,Stew Pot_upgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=4: return 5 or 6),Stew Pot_upgraded,[1f4e4][sword][31-20E3][1f915][1f504][dice]|[mana][2934][34-20E3][27a1][2753][dice][35-20E3][dice][36-20E3],
,Stew Pot_downgraded,Do [sword]1 damage[;] reroll dice|(If [mana]>=8: return 5 or 6),Stew Pot_downgraded,[1f4e4][sword][31-20E3][1f915][1f504][dice]|[mana][2934][38-20E3][27a1][2753][dice][35-20E3][dice][36-20E3],
,Flower Pot,Get a new dice[;]|on 4[;] gain [mana]1 mana,[1fab4-border],[1f4e5][dice]|[34-20E3][27a1][1f4e5][mana][31-20E3],
,Flower Pot_upgraded,Get a new dice[;]|on even[;] gain [mana]1 mana,Flower Pot_upgraded,[1f4e5][dice]|[32-20E3][34-20E3][36-20E3][27a1][1f4e5][mana][31-20E3],
,Flower Pot_downgraded,Get a new dice,Flower Pot_downgraded,[1f4e5][dice],
,Bronze Cauldron,Do [sword]2[;] get an odd dice|[gray](Reuseable),[1f949-border][1f958-border],[1f4e4][sword][32-20E3][1f915]|[1f4e5][31-20E3][33-20E3][35-20E3][dice]|,
,Bronze Cauldron_upgraded,Do [sword]3[;] get an odd dice|[gray](Reuseable),Bronze Cauldron_upgraded,[1f4e4][sword][33-20E3][1f915]|[1f4e5][31-20E3][33-20E3][35-20E3][dice]|,
,Bronze Cauldron_downgraded,Do [sword]1 damage,Bronze Cauldron_downgraded,[1f4e4][sword][31-20E3][1f915],
,Moon Beam,Do [sword]5 damage|(If [mana]>=7: double damage),[1f31b-border][2604-border],[1f4e4][sword][35-20E3][1f915]|[mana][2934][37-20E3][27a1][32-20E3][2716][1f915],
,Moon Beam_upgraded,Do [sword]7 damage|(If [mana]>=7: double damage),Moon Beam_upgraded,[1f4e4][sword][37-20E3][1f915]|[mana][2934][37-20E3][27a1][32-20E3][2716][1f915],
,Northern Lights,Get 2x<d6>s next turn|(If [mana]>=5: get 3 instead),[1f9ed-border][1f4a1-border],[1f4e5][dice][dice]<d6>[23e9][231b]|[mana][2934][35-20E3][27a1][1f4e5][33-20E3][2716],
,Northern Lights_upgraded,Get 4x<d6>s next turn|(If [mana]>=5: get 6 instead),Northern Lights_upgraded,[1f4e5][dice][dice][dice][dice]<d6>[23e9][231b]|[mana][2934][35-20E3][27a1][1f4e5][36-20E3],
,Daffodil,Dice value -1|(At start of turn: get [mana]1),[1f3f5-border],[dice][1f522][2796][31-20E3]|[267e][231b][27a1][1f4e5][mana][31-20E3],
,Honeysuckle,Recover [heal]1 health[;]|gain [mana]1 mana,[1f33a-border],[heal][31-20E3]|[1f4e5][mana][31-20E3],
,Honeysuckle_upgraded,Recover [heal]<d6> health[;]|gain [mana]1 mana,Honeysuckle_upgraded,[heal]<d6>|[1f4e5][mana][31-20E3],
,Sunburn,Do [fire]<d6> damage|(Cost [mana]1[]: burn a dice),[1f31e-border][fire-border],[1f4e4][fire]<d6>[1f915]|[2796][mana][31-20E3][27a1][fire][dice],
,Cold Snap,Do [sword]5 damage|(If [mana]>=2: inflict freeze),[1f976-border][1f91e-border],[1f4e4][sword][35-20E3][1f915]|[mana][2934][32-20E3][27a1][1f4e4][ice],
,Summer Solstice,Do [sword]<d6> damage|(Cost [mana]4[]: triple damage),[26f1-border][1f5d3-border],[1f4e4][sword]<d6>[1f915]|[2796][mana][34-20E3][27a1][33-20E3][2716][1f915],
,Winter Solstice,Do [sword]<d6> damage|(If [mana]>=12: triple damage),[2603-border][1f5d3-border],[1f4e4][sword]<d6>[1f915]|[mana][2934][31-20E3][32-20E3][27a1][33-20E3][2716][1f915],
,Lunasa,Replace the spell in slot <slotdoubles>|with a random spell,[1f33e-border][1f5d3-border],[1f4d3][1f4ee]<slotdoubles>[2753][1f6e0],
,Lunasa_upgraded,Replace the spell in slot <d6>|with a random spell,Lunasa_upgraded,[1f4d3][1f4ee]<d6>[2753][1f6e0],
,Lunasa_downgraded,Replace the spell in slot 1|with a random spell,Lunasa_downgraded,[1f4d3][1f4ee][31-20E3][2753][1f6e0],
,Gladioli,Do [sword]<d6> damage[;]|gain [mana]2 mana on 2 or less,[1f33c-border],[1f4e4][sword]<d6>[1f915][;]|[dice][2935][32-20E3][27a1][1f4e5][mana][32-20E3],
,Gladioli_upgraded,Do [sword]<d6> damage[;]|gain [mana]2 mana on 4 or less,Gladioli_upgraded,[1f4e4][sword]<d6>[1f915]|[dice][2935][34-20E3][27a1][1f4e5][mana][32-20E3],
,Moonlight Spear,Do [sword]10 damage|(If [mana]>=8: do double),[1f31b-border][1f93a-border],[1f4e4][sword][31-20E3][30-20E3][1f915]|[mana][2934][38-20E3][27a1][1f4e4][32-20E3][2716][1f915],
,Moonlight Spear_upgraded,Do [sword]10 damage|(If [mana]>=6: do double),Moonlight Spear_upgraded,[1f4e4][sword][31-20E3][30-20E3][1f915]|[mana][2934][36-20E3][27a1][1f4e4][32-20E3][2716][1f915],
,Magic Thistle,Gain [thorns]1 thorns|(Cost [mana]1[]: +[thorns]1 extra),[1fa84-border][thorns-border],[1f4e5][thorns][31-20E3]|[2796][mana][31-20E3][27a1][2795][thorns][31-20E3],
,Teleport Spell?,50% chance to dodge|the next attack,[dodge-border][1fa84-border][2753-border],[1fa99][1f646][27a1][dodge][23e9][1f915],
